category_code,brand,views,carts,purchases,view_to_cart_rate,cart_to_purchase_rate,overall_conversion_rate,min_price,max_price,avg_price
auto.accessories.winch,framesi,1,0,0,0,,0,19.56,19.56,19.56
auto.accessories.winch,kativa,1,0,0,0,,0,9.78,9.78,9.78
auto.accessories.winch,kerastase,1,0,0,0,,0,53.41,71.04,67.15833333
auto.accessories.winch,kerasys,1,0,0,0,,0,5.79,6.44,6.161428571
auto.accessories.winch,missha,1,0,0,0,,0,11.2,11.2,11.2
computers.components.cooler,blackmores,1,0,0,0,,0,22.91,22.91,22.91
computers.components.cooler,bork,1,0,0,0,,0,1065.64,1065.64,1065.64
computers.components.cooler,bsn,1,0,0,0,,0,29.73,29.73,29.73
computers.components.cooler,fit-rx,1,0,0,0,,0,12.61,12.61,12.61
computers.components.cooler,gipfel,1,0,0,0,,0,75.84,75.84,75.84
computers.components.cooler,krups,1,0,0,0,,0,489.05,833.97,661.51
computers.components.cooler,panasonic,1,0,0,0,,0,55.4,55.4,55.4
computers.components.cooler,sencor,1,0,0,0,,0,23.14,23.14,23.14
computers.components.cooler,ultimate,1,0,0,0,,0,11.71,11.71,11.71
computers.components.cooler,weider,1,0,0,0,,0,11.71,11.71,11.71
computers.components.cooler,xiaomi,1,0,0,0,,0,128.45,128.45,128.45
computers.components.cooler,yamaha,1,0,0,0,,0,7.06,7.06,7.06
computers.components.hdd,Unknown,1,0,0,0,,0,143.89,143.89,143.89
computers.components.hdd,seagate,1,0,0,0,,0,257.15,257.15,257.15
computers.components.motherboard,ski-doo,1,0,0,0,,0,149.79,149.79,149.79
computers.components.power_supply,accesstyle,1,0,0,0,,0,33.15,33.15,33.15
computers.components.power_supply,acme,1,0,0,0,,0,9.16,9.16,9.16
computers.components.power_supply,apple,1,0,0,0,,0,411.85,411.85,411.85
computers.components.power_supply,bbk,1,0,0,0,,0,154.19,154.19,154.19
computers.components.power_supply,chieftec,1,0,0,0,,0,114.85,114.85,114.85
computers.components.power_supply,crown,1,0,0,0,,0,5.15,5.15,5.15
computers.components.power_supply,edifier,1,0,0,0,,0,15.15,15.15,15.15
computers.components.power_supply,elari,1,0,0,0,,0,15.42,15.42,15.42
computers.components.power_supply,gigabyte,1,0,0,0,,0,173.62,173.62,173.62
computers.components.power_supply,gigazone,1,0,0,0,,0,7.7,7.7,7.7
computers.components.power_supply,harper,1,0,0,0,,0,7.95,7.95,7.95
computers.components.power_supply,luxvisage,1,0,0,0,,0,2.57,2.57,2.57
computers.components.power_supply,max,1,0,0,0,,0,77.2,77.2,77.2
computers.components.power_supply,microlab,1,0,0,0,,0,17.76,17.76,17.76
computers.components.power_supply,rombica,1,0,0,0,,0,15.42,15.42,15.42
computers.components.power_supply,trust,1,0,0,0,,0,25.71,25.71,25.71
computers.components.power_supply,zalman,1,0,0,0,,0,37.04,37.04,37.04
computers.components.videocards,Unknown,1,0,0,0,,0,57.4,57.4,57.4
computers.components.videocards,asus,1,0,0,0,,0,965.25,965.25,965.25
computers.components.videocards,gigabyte,1,0,0,0,,0,269.31,269.31,269.31
computers.desktop,alilo,1,1,0,1,0,0,53.54,53.54,53.54
computers.desktop,apple,1,0,0,0,,0,1415.71,1415.71,1415.71
computers.desktop,askona,1,0,0,0,,0,20.34,20.34,20.34
computers.desktop,avalon,1,0,0,0,,0,205.15,205.15,205.15
computers.desktop,bertoni,1,0,0,0,,0,25.74,25.74,25.74
computers.desktop,beyond,1,0,0,0,,0,10.04,10.04,10.04
computers.desktop,bsn,1,0,0,0,,0,70.01,70.01,70.01
computers.desktop,continental,1,0,0,0,,0,128.32,128.32,128.32
computers.desktop,eagle,1,0,0,0,,0,49.27,49.27,49.27
computers.desktop,elbasco,1,0,0,0,,0,4.14,4.14,4.14
computers.desktop,grohe,1,0,0,0,,0,94.08,264.63,147.1914286
computers.desktop,gulliver,1,0,0,0,,0,65.64,65.64,65.64
computers.desktop,henglei,1,0,0,0,,0,20.85,20.85,20.85
computers.desktop,i-baby,1,0,0,0,,0,5.92,8.49,7.205
computers.desktop,imou,1,0,0,0,,0,71.79,71.79,71.79
computers.desktop,magnetta,1,0,0,0,,0,187.78,187.78,187.78
computers.desktop,mebelson,1,0,0,0,,0,120.18,120.18,120.18
computers.desktop,powertrac,1,0,0,0,,0,36.91,36.91,36.91
computers.desktop,rieker,1,0,0,0,,0,17.76,17.76,17.76
computers.desktop,rossinka,1,0,0,0,,0,39.64,39.64,39.64
computers.desktop,sinopine,1,0,0,0,,0,98.84,98.84,98.84
computers.desktop,stokke,1,0,0,0,,0,56.6,56.6,56.6
computers.desktop,trazano,1,0,0,0,,0,283.92,283.92,283.92
computers.desktop,vegas,1,0,0,0,,0,54.31,54.31,54.31
computers.desktop,walkmaxx,1,0,0,0,,0,51.46,51.46,51.46
computers.ebooks,bmw,1,0,0,0,,0,141.57,141.57,141.57
computers.ebooks,ryobi,1,0,0,0,,0,64.26,116.74,90.5
computers.ebooks,stihl,1,0,0,0,,0,152.38,152.38,152.38
computers.ebooks,t-max,1,0,0,0,,0,146.72,146.72,146.72
computers.ebooks,wonlex,1,0,0,0,,0,46.05,46.05,46.05
computers.notebook,acer,1,0,0,0,,0,514.79,514.79,514.79
computers.notebook,clariss,1,0,0,0,,0,2.06,2.06,2.06
computers.notebook,samsung,1,0,0,0,,0,77.09,77.09,77.09
computers.notebook,xiaomi,1,0,0,0,,0,771.96,771.96,771.96
computers.peripherals.camera,billi,1,0,0,0,,0,8.47,8.47,8.47
computers.peripherals.camera,smeg,1,0,0,0,,0,70.44,70.44,70.44
computers.peripherals.camera,werner,1,0,0,0,,0,23.65,23.65,23.65
computers.peripherals.monitor,acer,1,0,0,0,,0,459.47,459.47,459.47
computers.peripherals.monitor,samsung,1,0,0,0,,0,368.72,368.72,368.72
computers.peripherals.mouse,cougar,1,0,0,0,,0,51.22,51.22,51.22
computers.peripherals.mouse,crown,1,0,0,0,,0,3.49,3.49,3.49
computers.peripherals.mouse,enermax,1,0,0,0,,0,10.23,75.63,24.89222222
computers.peripherals.mouse,greyder,1,0,0,0,,0,86.49,86.49,86.49
computers.peripherals.mouse,id-cooling,1,0,0,0,,0,51.6,51.6,51.6
computers.peripherals.mouse,kenko,1,0,0,0,,0,156.5,156.5,156.5
computers.peripherals.mouse,marko,1,0,0,0,,0,51.46,51.46,51.46
computers.peripherals.mouse,msi,1,0,0,0,,0,105.23,105.23,105.23
computers.peripherals.mouse,razer,1,0,0,0,,0,40.9,40.9,40.9
computers.peripherals.mouse,remonte,1,0,0,0,,0,53.8,53.8,53.8
computers.peripherals.mouse,spur,1,0,0,0,,0,21.62,21.62,21.62
computers.peripherals.mouse,weekend,1,0,0,0,,0,329.48,329.48,329.48
computers.peripherals.printer,dekok,1,0,0,0,,0,20.57,20.57,20.57
computers.peripherals.printer,granat,1,0,0,0,,0,52,52,52
computers.peripherals.printer,polini,1,0,0,0,,0,61.75,61.75,61.75
computers.peripherals.printer,samsung,1,0,0,0,,0,187.88,187.88,187.88
construction.components.faucet,trollbeads,1,0,0,0,,0,140.88,140.88,140.88
construction.tools.axe,kartal,1,0,0,0,,0,21.24,21.24,21.24
construction.tools.axe,stanley,1,0,0,0,,0,20.08,20.08,20.08
construction.tools.axe,xiaomi,1,0,0,0,,0,29.45,29.45,29.45
construction.tools.drill,alpine,1,0,0,0,,0,77.22,77.22,77.22
construction.tools.drill,anta,1,0,0,0,,0,58.95,58.95,58.95
construction.tools.drill,asics,1,0,0,0,,0,70.01,102.71,86.36
construction.tools.drill,audison,1,0,0,0,,0,432.98,1089.76,925.565
construction.tools.drill,avatar,1,0,0,0,,0,74.08,74.08,74.08
construction.tools.drill,bosch,1,0,0,0,,0,471.6,471.6,471.6
construction.tools.drill,bovidix,1,0,0,0,,0,5.79,28.01,20.60333333
construction.tools.drill,bugatti,1,0,0,0,,0,87.52,87.52,87.52
construction.tools.drill,dls,1,0,0,0,,0,123.56,252.26,187.58625
construction.tools.drill,dwt,1,0,0,0,,0,37.32,37.32,37.32
construction.tools.drill,edge,1,0,0,0,,0,182.75,182.75,182.75
construction.tools.drill,etor,1,0,0,0,,0,100.39,100.39,100.39
construction.tools.drill,jordan,1,0,0,0,,0,159.33,159.33,159.33
construction.tools.drill,jvc,1,0,0,0,,0,64.35,115.83,100.386
construction.tools.drill,kicker,1,0,0,0,,0,509.67,509.67,509.67
construction.tools.drill,proxxon,1,0,0,0,,0,47.34,47.34,47.34
construction.tools.drill,redbo,1,0,0,0,,0,18.53,24.45,22.17833333
construction.tools.drill,ryobi,1,0,0,0,,0,96.42,96.42,96.42
construction.tools.drill,silverlit,1,0,0,0,,0,115.83,115.83,115.83
construction.tools.generator,brizoll,1,0,0,0,,0,17.7,17.7,17.7
construction.tools.generator,calve,1,0,0,0,,0,9.52,12.87,10.3575
construction.tools.generator,delimano,1,0,0,0,,0,33.44,33.44,33.44
construction.tools.generator,polaris,1,0,0,0,,0,11.04,11.56,11.21333333
construction.tools.generator,rock,1,0,0,0,,0,27.84,27.84,27.84
construction.tools.generator,toro,1,0,0,0,,0,70.66,70.66,70.66
construction.tools.generator,tramontina,1,0,0,0,,0,136.64,136.64,136.64
construction.tools.generator,vinzer,1,0,0,0,,0,59,59,59
construction.tools.light,casada,1,0,0,0,,0,592.04,592.04,592.04
construction.tools.light,eago,1,0,0,0,,0,280.57,280.57,280.57
construction.tools.light,envision,1,0,0,0,,0,144.87,144.87,144.87
construction.tools.light,essence,1,0,0,0,,0,3.47,3.47,3.47
construction.tools.light,estrade,1,0,0,0,,0,4.5,4.5,4.5
construction.tools.light,higashi,1,0,0,0,,0,720.74,720.74,720.74
construction.tools.light,kolner,1,0,0,0,,0,87.2,87.2,87.2
construction.tools.light,koopman,1,0,0,0,,0,33.46,33.46,33.46
construction.tools.light,laufen,1,0,0,0,,0,115.16,115.16,115.16
construction.tools.light,metabo,1,0,0,0,,0,1254.67,1254.67,1254.67
construction.tools.light,roca,1,0,0,0,,0,1086.27,1086.27,1086.27
construction.tools.light,santek,1,0,0,0,,0,70.93,70.93,70.93
construction.tools.light,smile,1,0,0,0,,0,15.54,15.54,15.54
construction.tools.light,topface,1,0,0,0,,0,4.76,4.76,4.76
construction.tools.light,total,1,0,0,0,,0,74.62,74.62,74.62
construction.tools.light,vgr,1,0,0,0,,0,21.62,21.62,21.62
construction.tools.light,wehncke,1,0,0,0,,0,308.86,308.86,308.86
construction.tools.light,wellneo,1,0,0,0,,0,33.44,90.07,45.88166667
construction.tools.painting,alerana,1,0,0,0,,0,10.17,10.17,10.17
construction.tools.painting,art-visage,1,0,0,0,,0,2.7,2.7,2.7
construction.tools.painting,ga-de,1,0,0,0,,0,10.56,10.56,10.56
construction.tools.painting,kronostar,1,0,0,0,,0,14.26,14.26,14.26
construction.tools.painting,loreal,1,0,0,0,,0,11.07,11.07,11.07
construction.tools.painting,mavic,1,0,0,0,,0,205.67,205.67,205.67
construction.tools.pump,avene,1,0,0,0,,0,3.35,3.35,3.35
construction.tools.pump,colourpop,1,0,0,0,,0,11.58,11.58,11.58
construction.tools.pump,elizavecca,1,0,0,0,,0,18.66,18.66,18.66
construction.tools.pump,essence,1,1,0,1,0,0,3.86,3.86,3.86
construction.tools.pump,ferrino,1,0,0,0,,0,156.5,156.5,156.5
construction.tools.pump,huntsman,1,0,0,0,,0,42.8,42.8,42.8
construction.tools.pump,lux,1,0,0,0,,0,254.83,254.83,254.83
construction.tools.pump,mizon,1,0,0,0,,0,5.15,5.15,5.15
construction.tools.pump,nike,1,0,0,0,,0,25.48,25.48,25.48
construction.tools.pump,noppies,1,0,0,0,,0,87.52,87.52,87.52
construction.tools.pump,tyr,1,0,0,0,,0,47.62,47.62,47.62
construction.tools.pump,weekend,1,0,0,0,,0,247.11,247.11,247.11
construction.tools.pump,xiaomi,1,0,0,0,,0,51.22,51.22,51.22
construction.tools.saw,cmi,1,0,0,0,,0,198.89,198.89,198.89
construction.tools.saw,coopervision,1,0,0,0,,0,55.34,55.34,55.34
construction.tools.saw,hitachi,1,0,0,0,,0,253.22,253.22,253.22
construction.tools.saw,husqvarna,1,0,0,0,,0,333.6,333.6,333.6
construction.tools.saw,insight,1,0,0,0,,0,5.66,24.71,15.185
construction.tools.saw,keune,1,0,0,0,,0,55.65,55.65,55.65
construction.tools.saw,nix,1,0,0,0,,0,41.19,41.19,41.19
construction.tools.saw,selective,1,0,0,0,,0,50.71,50.71,50.71
construction.tools.saw,stalker,1,0,0,0,,0,54.06,54.06,54.06
construction.tools.screw,ccm,1,0,0,0,,0,137.62,137.62,137.62
construction.tools.soldering,alteco,1,0,0,0,,0,69.5,69.5,69.5
construction.tools.soldering,crown,1,0,0,0,,0,137.87,137.87,137.87
construction.tools.soldering,metabo,1,0,0,0,,0,1145.2,1145.2,1145.2
construction.tools.welding,acase,1,0,0,0,,0,5.12,5.12,5.12
construction.tools.welding,alteco,1,0,0,0,,0,314.47,314.47,314.47
construction.tools.welding,arg,1,0,0,0,,0,82.34,97.79,90.065
construction.tools.welding,bq,1,0,0,0,,0,9.76,9.76,9.76
construction.tools.welding,burgerschuhe,1,0,0,0,,0,88.81,88.81,88.81
construction.tools.welding,condtrol,1,0,0,0,,0,177.6,177.6,177.6
construction.tools.welding,crown,1,0,0,0,,0,152.68,152.68,152.68
construction.tools.welding,denzel,1,0,0,0,,0,114.89,121.84,116.6275
construction.tools.welding,dewalt,1,0,0,0,,0,159.72,159.72,159.72
construction.tools.welding,dsp,1,0,0,0,,0,58.95,58.95,58.95
construction.tools.welding,edelman,1,0,0,0,,0,54.6,54.6,54.6
construction.tools.welding,elenberg,1,0,0,0,,0,72.05,72.05,72.05
construction.tools.welding,energolux,1,0,0,0,,0,78.48,89.55,82.908
construction.tools.welding,iwalk,1,0,0,0,,0,10.36,10.36,10.36
construction.tools.welding,lunecase,1,0,0,0,,0,42.12,42.12,42.12
construction.tools.welding,makita,1,0,0,0,,0,72.24,72.24,72.24
construction.tools.welding,midea,1,0,0,0,,0,90.02,90.02,90.02
construction.tools.welding,nanga,1,0,0,0,,0,41.19,41.19,41.19
construction.tools.welding,oitez,1,0,0,0,,0,50.31,50.31,50.31
construction.tools.welding,redbo,1,0,0,0,,0,226,226,226
construction.tools.welding,redcastle,1,0,0,0,,0,33.98,33.98,33.98
construction.tools.welding,remax,1,0,0,0,,0,5.12,5.12,5.12
construction.tools.welding,rock,1,0,0,0,,0,3.06,3.06,3.06
construction.tools.welding,rovus,1,0,0,0,,0,30.86,30.86,30.86
construction.tools.welding,solaris,1,0,0,0,,0,86.46,86.46,86.46
construction.tools.welding,wert,1,0,0,0,,0,84.52,84.52,84.52
country_yard.cultivator,apacer,1,0,0,0,,0,2.55,2.55,2.55
country_yard.cultivator,inkax,1,0,0,0,,0,6.44,7.46,6.95
country_yard.cultivator,ipower,1,0,0,0,,0,1.93,1.93,1.93
country_yard.cultivator,olmio,1,0,0,0,,0,4.09,6.92,5.584
country_yard.cultivator,puma,1,0,0,0,,0,86.46,86.46,86.46
country_yard.cultivator,rheinberger,1,0,0,0,,0,57.4,57.4,57.4
country_yard.cultivator,ritmix,1,0,0,0,,0,5.89,5.89,5.89
country_yard.cultivator,ship,1,0,0,0,,0,4.61,4.61,4.61
country_yard.cultivator,usams,1,0,0,0,,0,7.44,8.21,7.825
country_yard.furniture.hammok,Unknown,1,0,0,0,,0,26.85,26.85,26.85
country_yard.furniture.hammok,intro,1,0,0,0,,0,5.12,5.12,5.12
country_yard.furniture.hammok,korin,1,0,0,0,,0,96.01,96.01,96.01
country_yard.furniture.hammok,ritmix,1,0,0,0,,0,4.35,4.35,4.35
country_yard.furniture.hammok,roncato,1,0,0,0,,0,126.13,126.13,126.13
country_yard.furniture.hammok,xiaomi,1,0,0,0,,0,4.89,25.73,15.805
country_yard.lawn_mower,nutrex,1,0,0,0,,0,37.45,37.45,37.45
electronics.audio.acoustic,alteco,1,0,0,0,,0,33.98,33.98,33.98
electronics.audio.acoustic,baden,1,0,0,0,,0,37.07,37.07,37.07
electronics.audio.acoustic,caraya,1,0,0,0,,0,108.11,108.11,108.11
electronics.audio.acoustic,cort,1,0,0,0,,0,139,252.77,195.885
electronics.audio.acoustic,deviser,1,0,0,0,,0,218.8,218.8,218.8
electronics.audio.acoustic,dewalt,1,0,0,0,,0,98.59,98.59,98.59
electronics.audio.acoustic,dremel,1,0,0,0,,0,122.63,122.63,122.63
electronics.audio.acoustic,festool,1,0,0,0,,0,358.31,358.31,358.31
electronics.audio.acoustic,homage,1,0,0,0,,0,84.94,84.94,84.94
electronics.audio.acoustic,makita,1,0,0,0,,0,313.15,313.15,313.15
electronics.audio.acoustic,naranda,1,0,0,0,,0,97.81,97.81,97.81
electronics.audio.acoustic,nexpero,1,0,0,0,,0,55.09,55.09,55.09
electronics.audio.acoustic,parkwood,1,0,0,0,,0,149.3,211.07,180.185
electronics.audio.acoustic,rockdale,1,0,0,0,,0,100.39,100.39,100.39
electronics.audio.acoustic,romer,1,0,0,0,,0,79.54,79.54,79.54
electronics.audio.acoustic,ryobi,1,0,0,0,,0,59.56,59.56,59.56
electronics.audio.acoustic,squier,1,0,0,0,,0,157.79,157.79,157.79
electronics.audio.acoustic,terris,1,0,0,0,,0,69.5,69.5,69.5
electronics.audio.headphone,harper,1,0,0,0,,0,4.61,4.61,4.61
electronics.audio.headphone,jabra,1,0,0,0,,0,128.68,128.68,128.68
electronics.audio.headphone,samsung,1,0,0,0,,0,25.02,25.02,25.02
electronics.audio.headphone,sony,1,0,0,0,,0,76.96,76.96,76.96
electronics.audio.microphone,einhell,1,0,0,0,,0,218.8,218.8,218.8
electronics.audio.microphone,graphite,1,0,0,0,,0,72.6,72.6,72.6
electronics.audio.microphone,joerex,1,0,0,0,,0,10.3,10.3,10.3
electronics.audio.microphone,noppies,1,0,0,0,,0,66.93,66.93,66.93
electronics.audio.microphone,wortex,1,1,1,1,1,1,97.79,97.79,97.79
electronics.audio.microphone,wster,1,0,0,0,,0,37.84,37.84,37.84
electronics.audio.music_tools.piano,adidas,1,0,0,0,,0,48.91,48.91,48.91
electronics.audio.music_tools.piano,demix,1,0,0,0,,0,22.52,22.52,22.52
electronics.audio.music_tools.piano,harley-davidson,1,0,0,0,,0,75.94,75.94,75.94
electronics.audio.music_tools.piano,kativa,1,1,0,1,0,0,16.73,16.73,16.73
electronics.audio.music_tools.piano,keune,1,0,0,0,,0,26.13,27.48,26.805
electronics.audio.music_tools.piano,ollin,1,0,0,0,,0,6.23,6.23,6.23
electronics.audio.subwoofer,audison,1,0,0,0,,0,176.76,176.76,176.76
electronics.audio.subwoofer,berghoff,1,0,0,0,,0,7.18,7.18,7.18
electronics.audio.subwoofer,focal,1,0,0,0,,0,299.03,299.03,299.03
electronics.audio.subwoofer,greenway,1,0,0,0,,0,23.17,23.17,23.17
electronics.audio.subwoofer,iittala,1,0,0,0,,0,11.78,11.78,11.78
electronics.audio.subwoofer,luminarc,1,0,0,0,,0,13.62,13.62,13.62
electronics.audio.subwoofer,machete,1,0,0,0,,0,140.02,140.02,140.02
electronics.audio.subwoofer,mystery,1,0,0,0,,0,20.59,20.59,20.59
electronics.audio.subwoofer,sonda,1,0,0,0,,0,24.45,24.45,24.45
electronics.audio.subwoofer,swat,1,0,0,0,,0,38.22,38.22,38.22
electronics.camera.photo,ariete,1,0,0,0,,0,102.14,102.14,102.14
electronics.camera.photo,artel,1,0,0,0,,0,18.93,18.93,18.93
electronics.camera.photo,delonghi,1,0,0,0,,0,115.81,115.81,115.81
electronics.camera.photo,disney,1,0,0,0,,0,23.14,23.14,23.14
electronics.camera.photo,elenberg,1,0,0,0,,0,25.71,25.71,25.71
electronics.camera.photo,first,1,0,0,0,,0,28.29,28.29,28.29
electronics.camera.photo,kenwood,1,0,0,0,,0,66.9,66.9,66.9
electronics.camera.photo,maxima,1,0,0,0,,0,51.46,51.46,51.46
electronics.camera.photo,moulinex,1,0,0,0,,0,41.16,41.16,41.16
electronics.camera.video,edifier,1,0,0,0,,0,25.46,25.46,25.46
electronics.camera.video,elari,1,0,0,0,,0,34.46,34.46,34.46
electronics.camera.video,fly,1,0,0,0,,0,13.57,13.57,13.57
electronics.camera.video,hiper,1,0,0,0,,0,17.45,17.45,17.45
electronics.camera.video,jbl,1,0,0,0,,0,28.32,28.32,28.32
electronics.camera.video,vertex,1,0,0,0,,0,20.79,20.79,20.79
electronics.camera.video,xiaomi,1,0,0,0,,0,102.19,102.19,102.19
electronics.clocks,agu,1,0,0,0,,0,38.59,38.59,38.59
electronics.clocks,alpina,1,0,0,0,,0,704.27,704.27,704.27
electronics.clocks,atmor,1,0,0,0,,0,48.88,48.88,48.88
electronics.clocks,calypso,1,0,0,0,,0,204.9,204.9,204.9
electronics.clocks,delimano,1,0,0,0,,0,48.36,48.36,48.36
electronics.clocks,dewalt,1,0,0,0,,0,244.54,244.54,244.54
electronics.clocks,diesel,1,0,0,0,,0,225.49,225.49,225.49
electronics.clocks,dwt,1,0,0,0,,0,56.63,56.63,56.63
electronics.clocks,edox,1,0,0,0,,0,631.68,631.68,631.68
electronics.clocks,electrolux,1,0,0,0,,0,110.66,110.66,110.66
electronics.clocks,fitbit,1,0,0,0,,0,180.16,180.16,180.16
electronics.clocks,hanowa,1,0,0,0,,0,301.17,301.17,301.17
electronics.clocks,lorus,1,0,0,0,,0,102.19,102.19,102.19
electronics.clocks,metalions,1,0,0,0,,0,67.7,67.7,67.7
electronics.clocks,midea,1,0,0,0,,0,81.04,81.04,81.04
electronics.clocks,mido,1,0,0,0,,0,1009.03,1009.03,1009.03
electronics.clocks,omax,1,0,0,0,,0,27.84,34.29,31.065
electronics.clocks,pebble,1,0,0,0,,0,172.46,172.46,172.46
electronics.clocks,puckator,1,0,0,0,,0,20.59,20.59,20.59
electronics.clocks,rastar,1,0,0,0,,0,9.06,9.06,9.06
electronics.clocks,rinnai,1,0,0,0,,0,527.68,527.68,527.68
electronics.clocks,skagen,1,0,0,0,,0,123.56,123.56,123.56
electronics.clocks,ski-doo,1,0,0,0,,0,36.09,55.83,45.96
electronics.clocks,total,1,0,0,0,,0,51.46,51.46,51.46
electronics.clocks,unipump,1,0,0,0,,0,42.99,42.99,42.99
electronics.clocks,versus,1,0,0,0,,0,280.55,280.55,280.55
electronics.clocks,zeppelin,1,0,0,0,,0,435.02,435.02,435.02
electronics.clocks,zinvo,1,0,0,0,,0,386.11,386.11,386.11
electronics.smartphone,karya,1,0,0,0,,0,16.73,16.73,16.73
electronics.smartphone,rapid,1,0,0,0,,0,6.19,6.19,6.19
electronics.tablet,barneo,1,0,0,0,,0,173.49,173.49,173.49
electronics.tablet,brabix,1,0,0,0,,0,186.74,186.74,186.74
electronics.tablet,carters,1,0,0,0,,0,31.02,31.02,31.02
electronics.tablet,comf-pro,1,0,0,0,,0,416.08,416.08,416.08
electronics.tablet,huawei,1,0,0,0,,0,334.6,334.6,334.6
electronics.tablet,malamalama,1,0,0,0,,0,6.46,6.46,6.46
electronics.tablet,olss,1,0,0,0,,0,103.9,144.6,117.4666667
electronics.tablet,prestigio,1,0,0,0,,0,143.89,143.89,143.89
electronics.telephone,acer,1,0,0,0,,0,438.78,438.78,438.78
electronics.telephone,bertoni,1,0,0,0,,0,58.43,58.43,58.43
electronics.telephone,maxi-cosi,1,0,0,0,,0,261.35,261.35,261.35
electronics.telephone,nutrend,1,0,0,0,,0,30.25,30.25,30.25
electronics.telephone,saturn,1,0,0,0,,0,48.91,48.91,48.91
electronics.telephone,siger,1,0,0,0,,0,86.21,86.21,86.21
electronics.telephone,simpleparenting,1,0,0,0,,0,383.54,383.54,383.54
electronics.telephone,xgimi,1,0,0,0,,0,746.22,746.22,746.22
electronics.video.projector,helvetia,1,0,0,0,,0,471.03,471.03,471.03
electronics.video.projector,imperial,1,0,0,0,,0,199.21,199.21,199.21
electronics.video.projector,mebelson,1,0,0,0,,0,43.22,43.22,43.22
electronics.video.tv,horizont,1,0,0,0,,0,124.33,124.33,124.33
electronics.video.tv,kaier,1,0,0,0,,0,398.98,398.98,398.98
furniture.bathroom.bath,ariete,1,0,0,0,,0,25.49,25.49,25.49
furniture.bathroom.bath,bosch,1,0,0,0,,0,196.89,196.89,196.89
furniture.bathroom.bath,gorenje,1,0,0,0,,0,32.1,32.1,32.1
furniture.bathroom.bath,panasonic,1,0,0,0,,0,22.63,22.63,22.63
furniture.bathroom.bath,unit,1,0,0,0,,0,11.56,11.56,11.56
furniture.bathroom.toilet,grohe,1,0,0,0,,0,276.65,276.65,276.65
furniture.bedroom.bed,aquamarine,1,0,0,0,,0,6.56,6.56,6.56
furniture.bedroom.bed,askona,1,0,0,0,,0,536.71,536.71,536.71
furniture.bedroom.bed,caprice,1,0,0,0,,0,75.94,75.94,75.94
furniture.bedroom.bed,crona,1,1,0,1,0,0,148.64,148.64,148.64
furniture.bedroom.bed,edcon,1,0,0,0,,0,178.78,256,217.39
furniture.bedroom.bed,lorelli,1,0,0,0,,0,71.3,71.3,71.3
furniture.bedroom.bed,mutlu,1,0,0,0,,0,143.73,143.73,143.73
furniture.bedroom.bed,racer,1,0,0,0,,0,94.56,94.56,94.56
furniture.bedroom.bed,solite,1,0,0,0,,0,105.54,105.54,105.54
furniture.bedroom.bed,stokke,1,0,0,0,,0,46.31,46.31,46.31
furniture.bedroom.bed,w-star,1,0,0,0,,0,92.25,92.25,92.25
furniture.bedroom.bed,weekend,1,0,0,0,,0,56.37,56.37,56.37
furniture.bedroom.blanket,belashoff,1,0,0,0,,0,74.65,74.65,74.65
furniture.bedroom.blanket,daewooelectronics,1,0,0,0,,0,102.94,102.94,102.94
furniture.bedroom.blanket,eglo,1,0,0,0,,0,45.05,270.53,154.494
furniture.bedroom.blanket,electrolux,1,0,0,0,,0,175.01,175.01,175.01
